# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ANK3	ENSECAG00000009700	ENSECAT00000059463	protein_coding	2	56	15	3692	0	0	0	0	0	0	0	47	0	1	0	3556	15	0	0	0	0	8	1	0	0	0	0	49	96
ANK3	ENSECAG00000009700	ENSECAT00000062475	protein_coding	1	57	15	5094	0	0	0	0	0	0	0	47	0	1	0	4972	15	0	0	0	0	8	0	0	0	0	0	50	82
ANKDD1A	ENSECAG00000017284	ENSECAT00000018364	protein_coding	0	9	12	547	0	0	0	0	0	0	0	85	0	0	0	374	12	0	0	0	0	1	0	0	0	0	0	8	89
ANKDD1A	ENSECAG00000017284	ENSECAT00000033774	protein_coding	2	22	23	706	0	0	0	0	0	0	0	85	0	0	0	502	23	0	0	2	1	3	0	0	0	0	0	20	123
ANKDD1A	ENSECAG00000017284	ENSECAT00000076970	protein_coding	0	3	8	256	0	0	0	0	0	0	0	62	0	0	0	105	8	0	0	0	0	0	0	0	0	0	0	3	89
ANKRD1	ENSECAG00000016983	ENSECAT00000047389	protein_coding	3	2	6	275	2	0	0	0	0	0	0	81	0	2	0	105	6	0	0	0	1	1	0	0	1	0	0	2	88
ANKRD2	ENSECAG00000008916	ENSECAT00000009274	protein_coding	2	12	7	273	0	0	0	0	0	0	0	59	0	2	0	106	7	0	0	0	0	0	0	0	0	0	0	12	108
ANKRD2	ENSECAG00000008916	ENSECAT00000069078	protein_coding	2	6	6	280	0	0	0	0	0	0	0	59	0	2	0	113	6	0	0	0	0	0	0	0	0	0	0	6	108
ANKRD22	ENSECAG00000022239	ENSECAT00000023736	protein_coding	1	3	0	601	5	0	1	0	0	0	0	67	0	1	0	460	0	0	0	0	0	1	0	0	0	0	0	2	69
ANKRD22	ENSECAG00000022239	ENSECAT00000061290	protein_coding	1	3	0	602	7	0	0	0	0	0	0	66	0	1	0	461	0	0	0	0	0	1	0	0	0	0	0	2	69
ANKRD34C	ENSECAG00000005080	ENSECAT00000004981	protein_coding	2	28	5	184	0	0	0	0	0	0	0	55	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	28	129
ANXA11	ENSECAG00000019671	ENSECAT00000021182	protein_coding	9	75	25	1759	14	0	3	0	2	1	0	42	0	3	0	1633	22	0	0	0	6	15	0	0	0	0	0	63	85
ANXA2	ENSECAG00000012670	ENSECAT00000013926	protein_coding	10	45	6	547	7	0	0	1	0	0	1	56	0	1	0	441	4	0	0	2	7	9	0	0	0	0	0	36	61
ANXA2	ENSECAG00000012670	ENSECAT00000032702	protein_coding	11	39	6	718	7	0	5	1	0	0	1	56	0	1	0	613	4	0	0	2	8	10	0	0	0	0	0	30	56
ANXA2	ENSECAG00000012670	ENSECAT00000059071	protein_coding	11	46	9	646	7	0	3	1	0	0	1	56	0	1	0	526	7	0	0	2	8	9	0	0	0	0	0	37	73
ANXA7	ENSECAG00000013554	ENSECAT00000014447	protein_coding	7	71	39	370	0	0	2	0	1	0	0	104	0	3	0	227	38	0	1	4	1	11	0	0	0	0	0	65	46
ANXA7	ENSECAG00000013554	ENSECAT00000058854	protein_coding	9	60	50	367	0	0	0	0	1	0	0	104	0	5	0	227	49	0	0	4	1	11	1	0	1	0	0	54	46
ANXA7	ENSECAG00000013554	ENSECAT00000076815	protein_coding	7	71	39	370	0	0	2	0	1	0	0	104	0	3	0	227	38	0	1	4	1	11	0	0	0	0	0	65	46
AP1G2	ENSECAG00000015018	ENSECAT00000016257	protein_coding	15	146	71	314	14	0	0	2	0	1	0	60	0	6	0	174	70	0	0	9	4	27	0	0	0	0	0	131	92
AP3B2	ENSECAG00000019658	ENSECAT00000021455	protein_coding	3	41	15	644	0	5	22	1	0	0	0	93	0	1	0	493	14	0	0	0	1	9	0	0	1	0	0	29	44
AP3B2	ENSECAG00000019658	ENSECAT00000070881	protein_coding	3	34	15	651	0	5	22	1	0	0	0	93	0	1	0	500	14	0	0	0	1	9	0	0	1	0	0	22	44
AP3B2	ENSECAG00000019658	ENSECAT00000071547	protein_coding	0	10	0	314	0	5	22	0	0	0	0	85	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	5	44
AP3B2	ENSECAG00000019658	ENSECAT00000072834	protein_coding	5	42	22	638	0	2	11	1	0	0	0	96	0	2	1	495	21	0	0	0	1	9	1	0	1	0	0	32	44
AP3M1	ENSECAG00000008103	ENSECAT00000008162	protein_coding	1	55	5	441	0	0	0	0	0	0	0	306	0	0	0	54	5	0	0	1	0	5	0	0	0	0	0	50	87
AP3S2	ENSECAG00000024044	ENSECAT00000025885	protein_coding	1	5	12	891	15	0	0	0	0	1	0	85	0	0	0	709	11	0	0	0	1	2	0	0	0	0	0	3	85
AP3S2	ENSECAG00000024044	ENSECAT00000044755	protein_coding	1	11	4	1022	15	5	18	0	0	1	0	85	0	0	0	839	3	0	0	0	1	3	0	0	0	0	0	3	68
AP3S2	ENSECAG00000024044	ENSECAT00000046714	protein_coding	1	5	12	891	15	0	0	0	0	1	0	85	0	0	0	709	11	0	0	0	1	2	0	0	0	0	0	3	85
AP4E1	ENSECAG00000022163	ENSECAT00000023924	protein_coding	9	71	47	860	8	0	0	0	1	1	0	105	0	9	0	683	45	0	0	1	1	5	0	0	0	0	0	67	69
AP4S1	ENSECAG00000021753	ENSECAT00000023242	protein_coding	0	11	3	641	0	0	0	0	0	0	0	141	0	0	0	380	3	0	0	0	0	1	0	0	0	0	0	11	120
AP4S1	ENSECAG00000021753	ENSECAT00000069832	protein_coding	0	8	3	643	0	0	0	0	0	0	0	143	0	0	0	380	3	0	0	0	0	1	0	0	0	0	0	8	120
APBA2	ENSECAG00000015516	ENSECAT00000016581	protein_coding	3	19	7	2872	0	0	1	0	0	0	0	59	0	2	0	2728	7	0	0	0	1	2	0	0	0	0	0	19	85
APBA2	ENSECAG00000015516	ENSECAT00000016655	protein_coding	3	18	9	2871	0	0	1	0	0	0	0	59	0	2	0	2727	9	0	0	0	1	2	0	0	0	0	0	18	85
APBA2	ENSECAG00000015516	ENSECAT00000052850	protein_coding	3	18	9	2871	0	0	1	0	0	0	0	59	0	2	0	2727	9	0	0	0	1	2	0	0	0	0	0	18	85
APEX1	ENSECAG00000022325	ENSECAT00000023904	protein_coding	7	77	22	371	17	0	0	0	0	0	0	167	0	5	0	62	22	0	0	0	2	8	0	0	0	0	0	72	132
APH1B	ENSECAG00000001985	ENSECAT00000002565	protein_coding	0	10	9	708	4	0	32	0	0	0	0	113	0	0	0	454	9	0	0	0	0	1	0	0	0	0	0	9	105
APH1B	ENSECAG00000001985	ENSECAT00000078255	protein_coding	12	13	26	676	4	0	0	0	2	2	2	113	0	12	0	454	20	0	0	0	0	1	0	0	0	0	0	12	105
AQP9	ENSECAG00000012789	ENSECAT00000013359	protein_coding	0	13	7	1133	0	0	0	0	0	0	0	67	0	0	0	1005	7	0	0	0	0	0	0	0	0	0	0	13	61
AQP9	ENSECAG00000012789	ENSECAT00000039852	protein_coding	0	13	7	657	28	0	0	0	0	0	0	68	0	0	0	500	7	0	0	0	0	0	0	0	0	0	0	13	61
AQP9	ENSECAG00000012789	ENSECAT00000067893	protein_coding	0	13	8	1099	0	0	0	0	0	0	0	58	0	0	0	980	8	0	0	0	0	1	0	0	0	0	0	13	61
AQR	ENSECAG00000016399	ENSECAT00000017732	protein_coding	8	158	25	1615	3	0	0	0	0	1	0	68	0	3	0	1520	24	0	0	0	5	10	0	0	0	0	0	151	36
AQR	ENSECAG00000016399	ENSECAT00000033108	protein_coding	10	163	25	1179	3	0	6	0	0	1	0	68	0	3	0	1025	24	0	0	0	7	11	0	0	0	0	0	155	92
ARF6	ENSECAG00000005219	ENSECAT00000005102	protein_coding	0	31	1	425	0	0	0	0	0	0	0	319	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	31	106
ARHGAP22	ENSECAG00000023303	ENSECAT00000024990	protein_coding	1	18	15	1635	0	0	0	0	0	0	0	155	0	0	0	1313	15	0	0	0	1	3	0	0	0	0	0	16	170
ARHGAP22	ENSECAG00000023303	ENSECAT00000025046	protein_coding	1	27	18	3196	0	0	0	0	0	0	0	155	0	0	0	2937	18	0	0	0	1	4	0	0	0	0	0	25	107
ARHGAP22	ENSECAG00000023303	ENSECAT00000040571	protein_coding	1	25	17	995	0	0	0	0	0	0	0	155	0	0	0	741	17	0	0	0	1	5	0	0	0	0	0	22	103
ARHGAP22	ENSECAG00000023303	ENSECAT00000049144	protein_coding	1	27	17	3841	0	0	2	0	0	0	0	155	0	0	0	3592	17	0	0	0	1	4	0	0	0	0	0	25	95
ARHGAP22	ENSECAG00000023303	ENSECAT00000049835	protein_coding	1	26	14	3845	0	0	2	0	0	0	0	155	0	0	0	3596	14	0	0	0	1	4	0	0	0	0	0	24	95
ARHGAP22	ENSECAG00000023303	ENSECAT00000057703	protein_coding	1	28	19	3869	0	0	0	0	0	0	0	155	0	0	0	3655	19	0	0	0	1	4	0	0	0	0	0	26	62
ARHGAP5	ENSECAG00000017271	ENSECAT00000032531	protein_coding	0	177	25	1893	30	2	14	0	0	1	0	157	0	0	0	1623	24	0	0	0	0	2	0	0	0	0	1	172	71
ARHGAP5	ENSECAG00000017271	ENSECAT00000038727	protein_coding	0	175	25	1371	2	1	6	0	0	1	0	103	0	0	0	1194	24	0	0	0	0	2	0	0	0	0	0	172	68
ARHGAP5	ENSECAG00000017271	ENSECAT00000042789	protein_coding	0	177	25	1893	30	2	14	0	0	1	0	157	0	0	0	1623	24	0	0	0	0	2	0	0	0	0	1	172	71
ARHGAP5	ENSECAG00000017271	ENSECAT00000061147	protein_coding	0	176	25	1933	0	2	14	0	0	1	0	70	0	0	0	1780	24	0	0	0	0	2	0	0	0	0	0	172	71
ARHGAP5	ENSECAG00000017271	ENSECAT00000074898	protein_coding	0	26	6	1725	30	0	0	0	0	0	0	157	0	0	0	1422	6	0	0	0	0	2	0	0	0	0	1	23	118
ARHGEF40	ENSECAG00000021434	ENSECAT00000023174	protein_coding	3	48	16	376	0	1	15	0	0	1	0	138	0	2	0	175	15	0	0	1	0	6	0	0	0	0	0	41	55
ARHGEF40	ENSECAG00000021434	ENSECAT00000023178	protein_coding	3	46	16	382	0	1	15	0	0	1	0	142	0	2	0	177	15	0	0	1	0	6	0	0	0	0	0	39	55
ARHGEF40	ENSECAG00000021434	ENSECAT00000037012	protein_coding	3	48	16	380	0	1	15	0	0	1	0	142	0	2	0	175	15	0	0	1	0	6	0	0	0	0	0	41	55
ARHGEF40	ENSECAG00000021434	ENSECAT00000046325	protein_coding	3	47	16	381	0	1	15	0	0	1	0	142	0	2	0	176	15	0	0	1	0	6	0	0	0	0	0	40	55
ARHGEF40	ENSECAG00000021434	ENSECAT00000046393	protein_coding	3	48	16	380	0	1	15	0	0	1	0	142	0	2	0	175	15	0	0	1	0	6	0	0	0	0	0	41	55
ARID3B	ENSECAG00000013123	ENSECAT00000039203	protein_coding	8	85	54	677	0	0	0	0	0	1	1	96	0	6	0	529	52	0	0	1	0	5	1	0	0	0	0	81	57
ARID4B	ENSECAG00000017836	ENSECAT00000019320	protein_coding	13	106	34	2169	0	0	0	0	0	2	1	109	0	10	0	1986	31	0	0	0	3	5	0	0	0	0	0	101	82
ARID4B	ENSECAG00000017836	ENSECAT00000019325	protein_coding	10	104	32	2176	0	0	0	0	0	2	0	109	0	8	0	1992	30	0	0	0	2	5	0	0	0	0	0	99	82
ARID5B	ENSECAG00000019795	ENSECAT00000021091	protein_coding	3	119	48	3313	11	0	0	0	0	2	0	72	0	3	0	3143	46	0	0	0	0	3	0	0	0	0	0	117	89
ARID5B	ENSECAG00000019795	ENSECAT00000067075	protein_coding	3	124	42	747	0	0	0	0	0	2	0	148	0	3	0	506	40	0	0	0	0	3	0	0	0	0	1	122	94
ARIH1	ENSECAG00000019466	ENSECAT00000020910	protein_coding	1	35	5	1533	0	0	0	0	0	0	1	201	0	0	0	1289	4	0	0	0	0	4	0	0	1	0	0	31	47
ARIH1	ENSECAG00000019466	ENSECAT00000055483	protein_coding	1	36	5	1538	5	0	0	0	0	0	1	196	0	0	0	1294	4	0	0	0	0	4	0	0	1	0	0	32	47
ARL3	ENSECAG00000000300	ENSECAT00000000374	protein_coding	4	24	2	775	0	1	41	0	0	0	0	80	0	1	0	566	2	0	0	0	3	4	0	0	0	0	0	20	94
ARMH3	ENSECAG00000020347	ENSECAT00000021996	protein_coding	5	52	2	2812	73	0	0	1	0	0	0	66	0	3	0	2568	2	0	0	2	2	11	0	0	0	0	0	44	117
ARNT2	ENSECAG00000015748	ENSECAT00000017193	protein_coding	1	35	8	3023	35	2	12	0	0	0	0	104	0	0	0	2748	8	0	0	0	0	6	0	0	1	0	0	29	128
ARNT2	ENSECAG00000015748	ENSECAT00000067840	protein_coding	1	36	8	3723	35	2	22	0	0	0	0	104	0	0	0	3473	8	0	0	0	0	6	0	0	1	0	0	30	93
ARRDC4	ENSECAG00000009400	ENSECAT00000009864	protein_coding	1	20	1	369	0	0	0	0	0	0	0	82	0	1	0	167	1	0	0	0	0	3	0	0	0	0	0	18	122
ARV1	ENSECAG00000016519	ENSECAT00000017385	protein_coding	5	29	21	354	0	0	0	0	0	0	0	113	0	4	0	193	21	0	0	2	0	3	0	0	0	0	0	28	51
ARV1	ENSECAG00000016519	ENSECAT00000063849	protein_coding	4	23	19	363	0	0	0	0	0	0	0	113	0	4	0	201	19	0	0	1	0	3	0	0	0	0	0	22	51
AS3MT	ENSECAG00000018722	ENSECAT00000020180	protein_coding	2	19	13	249	0	0	0	0	0	0	0	69	0	2	0	117	13	0	0	0	0	3	0	0	0	0	0	17	65
AS3MT	ENSECAG00000018722	ENSECAT00000071594	protein_coding	2	19	10	179	4	0	0	0	0	0	0	40	0	2	0	72	10	0	0	0	0	3	0	0	0	0	0	17	65
ASAH2	ENSECAG00000006259	ENSECAT00000006752	protein_coding	2	27	24	1614	0	1	4	0	0	1	0	57	0	2	0	1514	23	0	0	0	0	7	0	0	0	0	0	22	43
ASAH2	ENSECAG00000006259	ENSECAT00000006799	protein_coding	2	27	23	1616	0	1	6	0	0	1	0	57	0	2	0	1514	22	0	0	0	0	7	0	0	0	0	0	21	43
ASAH2	ENSECAG00000006259	ENSECAT00000065339	protein_coding	2	27	24	1614	0	1	4	0	0	1	0	57	0	2	0	1514	23	0	0	0	0	7	0	0	0	0	0	22	43
ASB7	ENSECAG00000003905	ENSECAT00000041698	protein_coding	0	45	1	1078	4	0	0	0	0	0	0	169	0	0	0	777	1	0	0	0	0	0	0	0	0	0	0	45	128
ASCC1	ENSECAG00000017211	ENSECAT00000018296	protein_coding	4	39	35	2233	0	0	2	0	2	0	0	150	0	1	0	2008	33	0	0	3	0	8	0	0	0	0	0	34	81
ASCC1	ENSECAG00000017211	ENSECAT00000073408	protein_coding	4	39	36	2232	0	0	2	0	2	0	0	150	0	1	0	2007	34	0	0	3	0	8	0	0	0	0	0	34	81
ATAD1	ENSECAG00000000473	ENSECAT00000000558	protein_coding	3	47	2	961	49	0	0	0	0	0	0	83	0	1	0	766	2	0	0	0	2	3	0	0	0	0	0	45	67
ATAD1	ENSECAG00000000473	ENSECAT00000070713	protein_coding	2	41	2	968	49	0	0	0	0	0	0	83	0	1	0	770	2	0	0	0	1	1	0	0	0	0	0	41	67
ATE1	ENSECAG00000012383	ENSECAT00000012836	protein_coding	3	31	16	3038	19	0	0	1	0	0	1	87	0	2	0	2818	14	0	0	0	0	1	0	0	1	0	0	30	114
ATE1	ENSECAG00000012383	ENSECAT00000033517	protein_coding	4	39	17	3028	19	0	0	1	0	0	1	87	0	2	0	2811	15	0	0	0	1	3	0	0	1	0	0	36	114
ATE1	ENSECAG00000012383	ENSECAT00000036870	protein_coding	4	43	22	3019	19	0	0	1	0	0	1	87	0	2	0	2802	20	0	0	0	1	3	0	0	1	0	0	40	114
ATE1	ENSECAG00000012383	ENSECAT00000046760	protein_coding	3	35	21	3029	19	0	0	1	0	0	1	87	0	2	0	2809	19	0	0	0	0	1	0	0	1	0	0	34	114
ATE1	ENSECAG00000012383	ENSECAT00000054145	protein_coding	4	43	22	3019	19	0	0	1	0	0	1	87	0	2	0	2802	20	0	0	0	1	3	0	0	1	0	0	40	114
ATE1	ENSECAG00000012383	ENSECAT00000057739	protein_coding	5	40	22	3385	0	0	0	1	0	0	1	57	0	3	0	3217	20	0	0	0	1	2	0	0	1	0	0	38	114
ATE1	ENSECAG00000012383	ENSECAT00000062056	protein_coding	4	40	21	2594	0	0	0	1	0	0	1	99	0	2	0	2384	19	0	0	0	1	2	0	0	1	0	0	38	114
ATE1	ENSECAG00000012383	ENSECAT00000067857	protein_coding	5	38	15	3038	19	0	0	1	0	0	1	87	0	3	0	2816	13	0	0	0	1	3	0	0	1	0	0	35	119
ATE1	ENSECAG00000012383	ENSECAT00000075047	protein_coding	4	38	18	3028	19	0	0	0	0	0	1	87	0	2	0	2811	17	0	0	0	1	3	0	0	1	0	0	35	114
ATL1	ENSECAG00000008487	ENSECAT00000009039	protein_coding	2	30	1	1196	0	0	0	0	0	0	0	122	0	2	0	1018	1	0	0	0	0	2	0	0	0	0	0	28	58
ATL1	ENSECAG00000008487	ENSECAT00000041240	protein_coding	2	30	1	1196	0	0	0	0	0	0	0	122	0	2	0	1018	1	0	0	0	0	2	0	0	0	0	0	28	58
ATOH7	ENSECAG00000022416	ENSECAT00000023885	protein_coding	1	6	1	109	0	0	0	0	0	0	0	67	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	6	42
ATP10A	ENSECAG00000014732	ENSECAT00000043109	protein_coding	3	33	16	2868	22	0	12	0	0	0	0	105	0	2	0	2692	16	0	0	0	0	5	0	0	1	0	0	30	40
ATP10A	ENSECAG00000014732	ENSECAT00000043374	protein_coding	4	33	22	2861	22	0	6	0	0	0	0	105	0	3	0	2691	22	0	0	0	0	5	0	0	1	0	0	30	40
ATP10A	ENSECAG00000014732	ENSECAT00000058822	protein_coding	3	31	17	2869	22	0	12	0	0	0	0	105	0	2	0	2693	17	0	0	0	0	5	0	0	1	0	0	28	40
ATP5MK	ENSECAG00000028196	ENSECAT00000036812	protein_coding	2	10	3	168	0	0	0	0	0	0	0	98	0	1	0	2	3	0	0	1	1	2	0	0	0	0	0	10	70
ATP8B4	ENSECAG00000019617	ENSECAT00000021441	protein_coding	1	38	21	3122	0	1	4	0	0	0	0	44	0	1	0	3048	21	0	0	0	0	12	0	0	0	0	0	26	37
ATP8B4	ENSECAG00000019617	ENSECAT00000032188	protein_coding	1	40	22	3119	0	1	4	0	0	0	0	44	0	1	0	3046	22	0	0	0	0	13	0	0	0	0	0	27	37
ATP8B4	ENSECAG00000019617	ENSECAT00000036228	protein_coding	1	34	21	3126	0	1	4	0	0	0	0	44	0	1	0	3047	21	0	0	0	0	7	0	0	0	0	0	27	37
ATP8B4	ENSECAG00000019617	ENSECAT00000051148	protein_coding	1	40	22	3119	0	1	4	0	0	0	0	44	0	1	0	3046	22	0	0	0	0	13	0	0	0	0	0	27	37
ATRNL1	ENSECAG00000009515	ENSECAT00000010486	protein_coding	2	44	17	12073	0	5	29	0	0	1	0	75	0	2	0	11904	16	0	0	0	0	7	0	0	0	0	0	34	70
ATRNL1	ENSECAG00000009515	ENSECAT00000030198	protein_coding	2	43	17	12074	0	5	29	0	0	1	0	75	0	2	0	11905	16	0	0	0	0	7	0	0	0	0	0	33	70
ATRNL1	ENSECAG00000009515	ENSECAT00000046664	protein_coding	2	44	17	10469	0	5	29	0	0	1	0	61	0	2	0	10314	16	0	0	0	0	7	0	0	0	0	0	34	70
ATRNL1	ENSECAG00000009515	ENSECAT00000055044	protein_coding	2	44	18	6148	0	5	29	0	0	1	0	121	0	2	0	5933	17	0	0	0	0	7	0	0	0	0	0	34	70
ATRNL1	ENSECAG00000009515	ENSECAT00000056707	protein_coding	2	44	17	11724	0	5	29	0	0	1	0	128	0	2	0	11502	16	0	0	0	0	7	0	0	0	0	0	34	70
ATRNL1	ENSECAG00000009515	ENSECAT00000073981	protein_coding	0	15	8	1153	0	5	29	0	0	1	0	56	0	0	0	1000	7	0	0	0	0	3	0	0	0	0	0	8	70
AVEN	ENSECAG00000018235	ENSECAT00000031131	protein_coding	4	19	24	354	6	1	4	1	2	0	0	61	0	4	0	223	21	0	0	0	0	6	0	0	0	0	0	13	64
AVEN	ENSECAG00000018235	ENSECAT00000042969	protein_coding	5	24	32	2638	6	0	0	1	2	0	1	61	0	5	0	2503	28	0	0	0	0	8	0	0	0	0	0	17	74
AVPI1	ENSECAG00000008293	ENSECAT00000008381	protein_coding	0	10	8	146	0	0	0	0	0	0	0	93	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	10	46
B2M	ENSECAG00000000685	ENSECAT00000001009	protein_coding	4	7	4	223	6	0	2	0	0	0	0	82	0	4	0	94	4	0	0	0	0	0	0	0	0	0	0	7	39
B2M	ENSECAG00000000685	ENSECAT00000072209	protein_coding	4	8	4	487	0	0	2	0	0	0	0	74	0	4	0	372	4	0	0	0	0	0	0	0	0	0	0	8	39
B3GALNT2	ENSECAG00000013338	ENSECAT00000014100	protein_coding	5	49	18	1006	5	0	0	0	0	0	0	162	0	2	0	751	18	0	0	0	1	3	0	0	2	0	1	46	91
B3GALNT2	ENSECAG00000013338	ENSECAT00000049072	protein_coding	5	50	18	1021	47	0	0	0	0	0	0	136	0	2	0	751	18	0	0	0	1	4	0	0	2	0	1	46	90
B3GALNT2	ENSECAG00000013338	ENSECAT00000073393	protein_coding	5	52	19	1129	47	0	11	0	0	0	0	136	0	2	0	863	19	0	0	0	1	4	0	0	2	0	1	48	75
BAG3	ENSECAG00000005267	ENSECAT00000005416	protein_coding	0	36	25	478	1	0	1	0	0	0	0	69	0	0	0	366	25	0	0	0	0	2	0	0	0	0	0	34	43
BAHD1	ENSECAG00000000916	ENSECAT00000000891	protein_coding	7	89	52	217	0	0	0	0	2	0	1	118	0	6	0	60	49	0	0	0	0	10	0	0	1	0	0	80	48
BAZ1A	ENSECAG00000007751	ENSECAT00000008241	protein_coding	6	139	51	1049	13	0	1	0	1	2	0	185	0	2	0	802	48	0	0	5	1	8	0	0	0	0	1	133	57
BAZ1A	ENSECAG00000007751	ENSECAT00000008262	protein_coding	6	141	51	1047	13	0	1	0	1	2	0	185	0	2	0	800	48	0	0	5	2	8	0	0	0	0	1	135	57
BBIP1	ENSECAG00000020430	ENSECAT00000021669	protein_coding	1	11	5	426	0	0	4	0	0	0	0	109	0	0	0	214	5	0	0	1	0	7	0	0	0	0	0	4	107
BBS4	ENSECAG00000003146	ENSECAT00000004208	protein_coding	2	38	21	970	0	0	0	0	0	0	0	45	0	1	0	882	21	0	0	2	1	5	0	0	0	0	0	35	48
BBS4	ENSECAG00000003146	ENSECAT00000043993	protein_coding	2	41	21	889	0	1	2	0	0	0	0	45	0	1	0	751	21	0	0	2	1	7	0	0	0	0	0	35	98
BBS4	ENSECAG00000003146	ENSECAT00000062885	protein_coding	2	38	22	890	0	0	3	0	0	0	0	45	0	1	0	749	22	0	0	2	1	5	0	0	0	0	0	35	98
BCCIP	ENSECAG00000012266	ENSECAT00000012838	protein_coding	6	48	33	387	27	0	0	0	0	1	0	100	0	2	0	193	32	0	0	4	0	13	0	0	0	0	0	35	84
BCL2A1	ENSECAG00000000107	ENSECAT00000000095	protein_coding	0	28	26	236	2	1	13	0	0	0	0	44	0	0	0	106	26	0	0	0	0	0	0	0	0	0	0	27	71
BCL2A1	ENSECAG00000000107	ENSECAT00000007977	protein_coding	1	26	23	737	28	0	0	0	0	0	0	55	0	0	0	555	23	0	0	0	1	0	0	0	0	0	0	26	100
BCL2A1	ENSECAG00000000107	ENSECAT00000070575	protein_coding	1	36	33	1078	28	3	46	0	0	0	0	55	0	0	0	879	33	0	0	0	1	0	0	0	0	0	0	33	71
BCL2A1	ENSECAG00000000107	ENSECAT00000074095	protein_coding	1	33	29	1083	28	1	13	0	0	0	0	55	0	0	0	918	29	0	0	0	1	1	0	0	0	0	0	31	71
BCL2A1	ENSECAG00000000107	ENSECAT00000077724	protein_coding	1	34	43	1153	0	1	13	0	0	0	0	42	0	0	0	1028	43	0	0	0	1	0	0	0	0	0	0	33	71
BICC1	ENSECAG00000013979	ENSECAT00000014902	protein_coding	2	20	9	3697	0	0	0	0	0	0	0	159	0	2	0	3494	9	0	0	0	0	1	0	0	0	0	0	19	45
BICC1	ENSECAG00000013979	ENSECAT00000033932	protein_coding	2	20	9	3697	0	0	0	0	0	0	0	159	0	2	0	3494	9	0	0	0	0	1	0	0	0	0	0	19	45
BICC1	ENSECAG00000013979	ENSECAT00000035568	protein_coding	2	18	8	3626	0	0	0	0	0	0	0	139	0	2	0	3443	8	0	0	0	0	1	0	0	0	0	0	17	45
BLM	ENSECAG00000011405	ENSECAT00000011946	protein_coding	4	133	79	1119	1	0	0	0	0	0	0	47	0	3	0	965	79	0	0	0	1	4	0	0	0	0	0	129	111
BLM	ENSECAG00000011405	ENSECAT00000033444	protein_coding	4	127	78	905	1	0	0	0	0	0	0	47	0	3	0	792	78	0	0	0	1	4	0	0	0	0	0	123	70
BLM	ENSECAG00000011405	ENSECAT00000072835	protein_coding	4	132	77	901	1	0	0	0	0	0	0	47	0	3	0	788	77	0	0	0	1	4	0	0	0	0	0	128	70
BLNK	ENSECAG00000015745	ENSECAT00000016724	protein_coding	3	62	30	1959	0	2	18	1	0	1	1	75	0	1	0	1818	27	0	0	0	2	5	0	0	0	1	0	56	54
BLNK	ENSECAG00000015745	ENSECAT00000016733	protein_coding	3	62	29	1960	0	2	18	1	0	1	1	75	0	1	0	1819	26	0	0	0	2	5	0	0	0	1	0	56	54
BLNK	ENSECAG00000015745	ENSECAT00000065872	protein_coding	3	57	29	1965	0	2	18	1	0	1	1	75	0	1	0	1824	26	0	0	0	2	5	0	0	0	1	0	51	54
BLNK	ENSECAG00000015745	ENSECAT00000067820	protein_coding	3	61	25	1965	0	2	18	0	0	1	1	75	0	1	0	1824	23	0	0	0	2	5	0	0	0	1	0	55	54
BLNK	ENSECAG00000015745	ENSECAT00000069645	protein_coding	3	40	14	1997	0	2	18	0	0	1	1	75	0	1	0	1856	12	0	0	0	2	5	0	0	0	1	0	34	54
BLNK	ENSECAG00000015745	ENSECAT00000069751	protein_coding	0	6	0	532	0	2	18	0	0	0	0	54	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	4	54
BLOC1S2	ENSECAG00000013421	ENSECAT00000014026	protein_coding	5	16	3	225	0	0	0	0	0	0	0	125	0	3	0	64	3	0	0	0	1	5	1	0	0	0	0	14	39
BLOC1S2	ENSECAG00000013421	ENSECAT00000066570	protein_coding	3	9	0	224	0	0	0	0	0	0	0	125	0	3	0	33	0	0	0	0	0	4	0	0	0	0	0	8	67
BMF	ENSECAG00000023088	ENSECAT00000024695	protein_coding	0	22	10	383	0	0	3	0	0	0	0	83	0	0	0	216	10	0	0	0	0	2	0	0	0	0	0	21	82
